action,source,destination,reason,kept_instead
SKIPPED,9a Duplicates/FLV/Alanna tells a vibrator joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Alanna tells a vibrator joke.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Albert tells a veggie joke.mp4,,same base name and format in different folder,1c Not Funny Enough/Albert tells a veggie joke.mp4
SKIPPED,9a Duplicates/FLV/Albert tells a veggie joke.flv,,"same base name, lower-priority format",1c Not Funny Enough/Albert tells a veggie joke.mp4
SKIPPED,9a Duplicates/FLV/alecia.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/alecia.mp4
SKIPPED,9a Duplicates/FLV/Alegra tell ethnic joke 4.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/Alegra tell ethnic joke 4.mov
SKIPPED,9a Duplicates/FLV/alex 50 cent.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/alex 50 cent.mp4
SKIPPED,9a Duplicates/FLV/Alex tells a mafia jokeR.flv,,"same base name, lower-priority format",1d Too Dirty/Alex tells a mafia jokeR.wmv
SKIPPED,1j Too Ethnic/Removed from Live/Alex tells a manly jokeR.wmv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Alex tells a manly jokeR.mp4
SKIPPED,9a Duplicates/FLV/Alex tells a manly jokeR.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Alex tells a manly jokeR.mp4
SKIPPED,1j Too Ethnic/Removed from Live/Alex tells a sex jokeR.wmv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Alex tells a sex jokeR.mp4
SKIPPED,9a Duplicates/FLV/Alex tells a sex jokeR.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Alex tells a sex jokeR.mp4
SKIPPED,9a Duplicates/FLV/Alex tells a tigger jokePG.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Alex tells a tigger jokePG.mp4
SKIPPED,9a Duplicates/FLV/Alex tells an ethnic jokeR.flv,,"same base name, lower-priority format",1j Too Ethnic/Alex tells an ethnic jokeR.wmv
SKIPPED,9a Duplicates/FLV/Alex tells an ethnic jokeX.flv,,"same base name, lower-priority format",1j Too Ethnic/Alex tells an ethnic jokeX.wmv
SKIPPED,1b Long Jokes/Alex tells an health insurance joke LONG.wmv,,"same base name, lower-priority format",9a Duplicates/FLV/Alex tells an health insurance joke LONG.mp4
SKIPPED,9a Duplicates/FLV/Alex tells black joke.flv,,"same base name, lower-priority format",1j Too Ethnic/Alex tells black joke.mov
SKIPPED,1g Kids/Alex tells blonde joke.wmv,,"same base name, lower-priority format",1g Kids/Alex tells blonde joke.mov
SKIPPED,9a Duplicates/FLV/Alex tells blonde joke.flv,,"same base name, lower-priority format",1g Kids/Alex tells blonde joke.mov
SKIPPED,9a Duplicates/FLV/Alex2 tells an ethnic jokeX.flv,,"same base name, lower-priority format",1j Too Ethnic/Alex2 tells an ethnic jokeX.wmv
SKIPPED,1g Kids/Alfia tells knock knock joke 2.mov,,"same base name, lower-priority format",1g Kids/Alfia tells knock knock joke 2.mp4
SKIPPED,9a Duplicates/FLV/Alfia tells knock knock joke 2.flv,,"same base name, lower-priority format",1g Kids/Alfia tells knock knock joke 2.mp4
SKIPPED,9a Duplicates/FLV/alfredo copy.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/alfredo copy.mov
SKIPPED,9a Duplicates/FLV/Alice tells m and m joke.flv,,"same base name, lower-priority format",1g Kids/Alice tells m and m joke.mov
SKIPPED,9a Duplicates/FLV/Alicia tells an ethnic jokeX.flv,,"same base name, lower-priority format",1j Too Ethnic/Alicia tells an ethnic jokeX.wmv
SKIPPED,9a Duplicates/FLV/Alison tells an ethnic joke13.flv,,"same base name, lower-priority format",1j Too Ethnic/Alison tells an ethnic joke13.wmv
SKIPPED,9a Duplicates/FLV/all night cock.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/all night cock.mp4
SKIPPED,9a Duplicates/FLV/allan h copy.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/allan h copy.mov
SKIPPED,9a Duplicates/FLV/allen tells a tampon joke.flv,,"same base name, lower-priority format",1d Too Dirty/allen tells a tampon joke.mp4
SKIPPED,9a Duplicates/FLV/Alton tells a butcher jokePG.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Alton tells a butcher jokePG.mp4
SKIPPED,9a Duplicates/FLV/Aly tells a stevie wonder jokePG.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Aly tells a stevie wonder jokePG.mp4
SKIPPED,9a Duplicates/FLV/amanda copy.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/amanda copy.mov
SKIPPED,9a Duplicates/MP4 bad audio/amanda tells a corny joke.mp4,,same base name and format in different folder,1j Too Ethnic/Removed from Live/amanda tells a corny joke.mp4
SKIPPED,9a Duplicates/FLV/amanda tells a corny joke.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/amanda tells a corny joke.mp4
SKIPPED,9a Duplicates/FLV/anal and oral copy.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/anal and oral copy.mp4
SKIPPED,9a Duplicates/FLV/Andre tells an ethnic joke13.flv,,"same base name, lower-priority format",1j Too Ethnic/Andre tells an ethnic joke13.wmv
SKIPPED,9a Duplicates/FLV/Andrea tells ethnic joke 4.flv,,"same base name, lower-priority format",1j Too Ethnic/Andrea tells ethnic joke 4.mov
SKIPPED,9a Duplicates/FLV/Andrea tells fish joke.flv,,"same base name, lower-priority format",1e Edit/Andrea tells fish joke.wmv
SKIPPED,9a Duplicates/FLV/Andrea tells mickey mouse joke 3.flv,,"same base name, lower-priority format",9a Duplicates/Andrea tells mickey mouse joke 3.wmv
SKIPPED,1j Too Ethnic/Removed from Live/Andrew tells a cheerleader jokeR.wmv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Andrew tells a cheerleader jokeR.mp4
SKIPPED,9a Duplicates/FLV/Andrew tells a cheerleader jokeR.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Andrew tells a cheerleader jokeR.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Andrew tells a restroom jokeR.mp4,,same base name and format in different folder,1j Too Ethnic/Removed from Live/Andrew tells a restroom jokeR.mp4
SKIPPED,9a Duplicates/Andrew tells a restroom jokeR.wmv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/Andrew tells a restroom jokeR.mp4
SKIPPED,9a Duplicates/FLV/Andrew tells a restroom jokeR.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/Andrew tells a restroom jokeR.mp4
SKIPPED,1g Kids/Andrew tells blonde joke.wmv,,"same base name, lower-priority format",1g Kids/Andrew tells blonde joke.mov
SKIPPED,9a Duplicates/FLV/Andrew tells blonde joke.flv,,"same base name, lower-priority format",1g Kids/Andrew tells blonde joke.mov
SKIPPED,9a Duplicates/FLV/Andria tells knock knock joke.flv,,"same base name, lower-priority format",1g Kids/Andria tells knock knock joke.mov
SKIPPED,9a Duplicates/FLV/andy copy.flv,,"same base name, lower-priority format",1j Too Ethnic/andy copy.mov
SKIPPED,9a Duplicates/FLV/anette copy.flv,,"same base name, lower-priority format",1c Not Funny Enough/anette copy.mp4
SKIPPED,1c Not Funny Enough/Angel tells a snake joke 3.wmv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Angel tells a snake joke 3.mp4
SKIPPED,9a Duplicates/FLV/Angel tells a snake joke 3.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Angel tells a snake joke 3.mp4
SKIPPED,9a Duplicates/Duplicates/Angela tells a chinese joke 3.wmv,,"same base name, lower-priority format",1j Too Ethnic/Angela tells a chinese joke 3.mov
SKIPPED,9a Duplicates/FLV/Angela tells a chinese joke 3.flv,,"same base name, lower-priority format",1j Too Ethnic/Angela tells a chinese joke 3.mov
SKIPPED,9a Duplicates/FLV/Angelo tells Harlem joke.flv,,"same base name, lower-priority format",1j Too Ethnic/Angelo tells Harlem joke.mov
SKIPPED,9a Duplicates/FLV/Ann tells a food jokePG.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Ann tells a food jokePG.mp4
SKIPPED,9a Duplicates/FLV/Ann tells lesbian joke 2.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/ann tells lesbian joke 2.mov
SKIPPED,9a Duplicates/FLV/anna copy.flv,,"same base name, lower-priority format",1j Too Ethnic/anna copy.mp4
SKIPPED,1j Too Ethnic/Removed from Live/Anni tells midget joke.wmv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Anni tells midget joke.mp4
SKIPPED,9a Duplicates/FLV/Anni tells midget joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Anni tells midget joke.mp4
SKIPPED,9a Duplicates/FLV/annie 2 copy.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/annie 2 copy.mov
SKIPPED,9a Duplicates/FLV/AnnMarie and Lauren tell a blonde jokePG.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/AnnMarie and Lauren tell a blonde jokePG.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Anonymous guy tells whorehouse joke email.mp4,,same base name and format in different folder,1b Long Jokes/Anonymous guy tells whorehouse joke email.mp4
SKIPPED,9a Duplicates/FLV/Anonymous guy tells whorehouse joke email.flv,,"same base name, lower-priority format",1b Long Jokes/Anonymous guy tells whorehouse joke email.mp4
SKIPPED,9a Duplicates/FLV/ant copy.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/ant copy.mov
SKIPPED,9a Duplicates/FLV/Anthony tells an ethic jokeR.flv,,"same base name, lower-priority format",1c Not Funny Enough/Anthony tells an ethic jokeR.wmv
SKIPPED,9a Duplicates/FLV/Anthony tells an ethnic jokeR.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/Anthony tells an ethnic jokeR.wmv
SKIPPED,9a Duplicates/FLV/Anton tells an ethnic jokeR.flv,,"same base name, lower-priority format",1j Too Ethnic/Anton tells an ethnic jokeR.wmv
SKIPPED,1j Too Ethnic/Removed from Live/April tells name joke.mov,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/April tells name joke.mp4
SKIPPED,9a Duplicates/FLV/April tells name joke.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/April tells name joke.mp4
SKIPPED,9a Duplicates/FLV/Ariel tells an ethnic jokeR.flv,,"same base name, lower-priority format",1j Too Ethnic/Ariel tells an ethnic jokeR.wmv
SKIPPED,9a Duplicates/FLV/Ariella phillips with a blonde joke 2.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Ariella phillips with a blonde joke 2.mp4
SKIPPED,9a Duplicates/FLV/arlene copy.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/arlene copy.mov
SKIPPED,9a Duplicates/FLV/Army St Gilns tells Navy joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Army St Gilns tells Navy joke.mp4
SKIPPED,9a Duplicates/FLV/arnld s copy.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/arnld s copy.mov
SKIPPED,9a Duplicates/FLV/ashley tells a michael jackson joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/ashley tells a michael jackson joke.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Ashley tells an orange joke.mp4,,same base name and format in different folder,1i Fails/Ashley tells an orange joke.mp4
SKIPPED,9a Duplicates/FLV/Ashley tells an orange joke.flv,,"same base name, lower-priority format",1i Fails/Ashley tells an orange joke.mp4
SKIPPED,9a Duplicates/FLV/Ashley tells ethnic jokes 3.flv,,"same base name, lower-priority format",1j Too Ethnic/Removed from Live/Ashley tells ethnic jokes 3.mov
SKIPPED,9a Duplicates/FLV/ashton copy.flv,,"same base name, lower-priority format",1e Edit/ashton copy.mov
SKIPPED,9a Duplicates/FLV/Aubrey and kristie tell chicken jokes 5.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Aubrey and kristie tell chicken jokes 5.mp4
SKIPPED,1g Kids/austin bordy copy.mov,,"same base name, lower-priority format",1g Kids/austin bordy copy.mp4
SKIPPED,9a Duplicates/FLV/austin bordy copy.flv,,"same base name, lower-priority format",1g Kids/austin bordy copy.mp4
SKIPPED,1g Kids/Ava tells 2 jokesPG.wmv,,"same base name, lower-priority format",1g Kids/Ava tells 2 jokesPG.mp4
SKIPPED,9a Duplicates/FLV/Ava tells 2 jokesPG.flv,,"same base name, lower-priority format",1g Kids/Ava tells 2 jokesPG.mp4
SKIPPED,1g Kids/Ava tells 2 more jokes againPG.wmv,,"same base name, lower-priority format",1g Kids/Ava tells 2 more jokes againPG.mp4
SKIPPED,9a Duplicates/FLV/Ava tells 2 more jokes againPG.flv,,"same base name, lower-priority format",1g Kids/Ava tells 2 more jokes againPG.mp4
SKIPPED,1g Kids/Ava tells 2 more jokesPG.wmv,,"same base name, lower-priority format",1g Kids/Ava tells 2 more jokesPG.mp4
SKIPPED,9a Duplicates/FLV/Ava tells 2 more jokesPG.flv,,"same base name, lower-priority format",1g Kids/Ava tells 2 more jokesPG.mp4
SKIPPED,9a Duplicates/FLV/Azao tells a mouse jokeR.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Azao tells a mouse jokeR.mp4
SKIPPED,9a Duplicates/FLV/baby joke copy.flv,,"same base name, lower-priority format",1c Not Funny Enough/baby joke copy.mov
SKIPPED,9a Duplicates/MP4 bad audio/baby shingles copy.mp4,,same base name and format in different folder,1c Not Funny Enough/baby shingles copy.mp4
SKIPPED,9a Duplicates/FLV/baby shingles copy.flv,,"same base name, lower-priority format",1c Not Funny Enough/baby shingles copy.mp4
SKIPPED,9a Duplicates/FLV/balls from boston copy.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/balls from boston copy.mp4
SKIPPED,9a Duplicates/FLV/bareass al copy.flv,,"same base name, lower-priority format",4 Background Trailers Etc/bareass al copy.mov
SKIPPED,9a Duplicates/FLV/baseball fans copy.flv,,"same base name, lower-priority format",9a Duplicates/baseball fans copy.mp4
SKIPPED,1g Kids/bb 2 copy.mov,,"same base name, lower-priority format",9a Duplicates/bb 2 copy.mp4
SKIPPED,9a Duplicates/FLV/bb 2 copy.flv,,"same base name, lower-priority format",9a Duplicates/bb 2 copy.mp4
SKIPPED,9a Duplicates/FLV/bb 4 copy.flv,,"same base name, lower-priority format",9a Duplicates/bb 4 copy.mp4
SKIPPED,9a Duplicates/FLV/bb copy.flv,,"same base name, lower-priority format",9a Duplicates/bb copy.mp4
SKIPPED,9a Duplicates/FLV/bb2 copy.flv,,"same base name, lower-priority format",9a Duplicates/bb2 copy.mp4
SKIPPED,9a Duplicates/FLV/bear and rabbit copy.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/bear and rabbit copy.mp4
SKIPPED,9a Duplicates/FLV/ben.flv,,"same base name, lower-priority format",1g Kids/ben.mov
SKIPPED,9a Duplicates/FLV/Ben tells a wnba jokePG.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Ben tells a wnba jokePG.mp4
SKIPPED,9a Duplicates/FLV/Benjamin tells some funky jokes 4.flv,,"same base name, lower-priority format",1c Not Funny Enough/Benjamin tells some funky jokes 4.wmv
SKIPPED,9a Duplicates/FLV/Bernie tells an ethnic jokeR.flv,,"same base name, lower-priority format",1j Too Ethnic/Bernie tells an ethnic jokeR.wmv
SKIPPED,1g Kids/Bianca tells ghost joke.wmv,,"same base name, lower-priority format",1g Kids/Bianca tells ghost joke.mov
SKIPPED,9a Duplicates/FLV/Bianca tells ghost joke.flv,,"same base name, lower-priority format",1g Kids/Bianca tells ghost joke.mov
SKIPPED,9a Duplicates/FLV/big dick mcghee copy.flv,,"same base name, lower-priority format",1e Edit/big dick mcghee copy.mov
SKIPPED,9a Duplicates/MP4 bad audio/big sean copy.mp4,,same base name and format in different folder,9a Duplicates/big sean copy.mp4
SKIPPED,9a Duplicates/FLV/big sean copy.flv,,"same base name, lower-priority format",9a Duplicates/big sean copy.mp4
SKIPPED,9a Duplicates/FLV/Big Willy Style tells tampon joke.flv,,"same base name, lower-priority format",9a Duplicates/Big Willy Style tells tampon joke.wmv
SKIPPED,9a Duplicates/FLV/bigwheel copy.flv,,"same base name, lower-priority format",9a Duplicates/bigwheel copy.mp4
SKIPPED,9a Duplicates/FLV/Bill frost tells indian joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Bill frost tells indian joke.mp4
SKIPPED,1j Too Ethnic/Removed from Live/Bill tells an ethnic joke13.wmv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Bill tells an ethnic joke13.mp4
SKIPPED,9a Duplicates/FLV/Bill tells an ethnic joke13.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Bill tells an ethnic joke13.mp4
SKIPPED,9a Duplicates/Bill tells roses joke.wmv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Bill tells roses joke.mp4
SKIPPED,9a Duplicates/FLV/Bill tells roses joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Bill tells roses joke.mp4
SKIPPED,1d Too Dirty/billy batz copy.mov,,"same base name, lower-priority format",1e Edit/billy batz copy.mp4
SKIPPED,9a Duplicates/FLV/billy batz copy.flv,,"same base name, lower-priority format",1e Edit/billy batz copy.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Billy tells 2 jokes.mp4,,same base name and format in different folder,9a Duplicates/Billy tells 2 jokes.mp4
SKIPPED,9a Duplicates/FLV/Billy tells 2 jokes.flv,,"same base name, lower-priority format",9a Duplicates/Billy tells 2 jokes.mp4
SKIPPED,9a Duplicates/FLV/Billy tells a men's room jokeR.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Billy tells a men's room jokeR.mp4
SKIPPED,9a Duplicates/FLV/Billy tells a snowman jokeR.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Billy tells a snowman jokeR.mp4
SKIPPED,9a Duplicates/FLV/Billy tells a water joke13.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Billy tells a water joke13.mp4
SKIPPED,9a Duplicates/FLV/Billy tells an ethnic jokeR.flv,,"same base name, lower-priority format",1c Not Funny Enough/Billy tells an ethnic jokeR.mp4
SKIPPED,9a Duplicates/MP4 bad audio/billycleanjoke.mp4,,same base name and format in different folder,9a Duplicates/billycleanjoke.mp4
SKIPPED,9a Duplicates/FLV/billycleanjoke.flv,,"same base name, lower-priority format",9a Duplicates/billycleanjoke.mp4
SKIPPED,9a Duplicates/FLV/bj copy.flv,,"same base name, lower-priority format",1j Too Ethnic/bj copy.mov
SKIPPED,9a Duplicates/FLV/black airplane copy.flv,,"same base name, lower-priority format",1j Too Ethnic/black airplane copy.mov
SKIPPED,9a Duplicates/FLV/black apples copy.flv,,"same base name, lower-priority format",1j Too Ethnic/black apples copy.mp4
SKIPPED,9a Duplicates/FLV/black boots  copy.flv,,"same base name, lower-priority format",1j Too Ethnic/black boots  copy.mov
SKIPPED,9a Duplicates/MP4 bad audio/black macarena copy.mp4,,same base name and format in different folder,1j Too Ethnic/black macarena copy.mp4
SKIPPED,9a Duplicates/FLV/black macarena copy.flv,,"same base name, lower-priority format",1j Too Ethnic/black macarena copy.mp4
SKIPPED,9a Duplicates/FLV/black monkey joke  copy.flv,,"same base name, lower-priority format",1j Too Ethnic/black monkey joke  copy.mov
SKIPPED,9a Duplicates/FLV/black pizza copy.flv,,"same base name, lower-priority format",1j Too Ethnic/black pizza copy.mov
SKIPPED,9a Duplicates/FLV/black pregnant copy.flv,,"same base name, lower-priority format",1j Too Ethnic/black pregnant copy.mov
SKIPPED,9a Duplicates/FLV/black shit copy.flv,,"same base name, lower-priority format",1j Too Ethnic/black shit copy.mov
SKIPPED,9a Duplicates/FLV/Blanket TMAJ intro.flv,,"same base name, lower-priority format",4 Background Trailers Etc/Blanket TMAJ intro.mp4
SKIPPED,9a Duplicates/FLV/blonde essay copy.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/blonde essay copy.mp4
SKIPPED,9a Duplicates/FLV/blonde mosquito copy.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/blonde mosquito copy.mp4
SKIPPED,9a Duplicates/FLV/Blonde tells a blonde joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Blonde tells a blonde joke.mp4
SKIPPED,9a Duplicates/FLV/Blonde tells a ethnic jokeR.flv,,"same base name, lower-priority format",1j Too Ethnic/Blonde tells a ethnic jokeR.mp4
SKIPPED,9a Duplicates/FLV/Blonde tells a strawberry joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Blonde tells a strawberry joke.mp4
SKIPPED,9a Duplicates/FLV/blonde tells another m jackson joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/blonde tells another m jackson joke.mp4
SKIPPED,9a Duplicates/FLV/blonde tells m jackson joke.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/blonde tells m jackson joke.mp4
SKIPPED,9a Duplicates/FLV/blonde tells palm sunday joke.flv,,"same base name, lower-priority format",9a Duplicates/blonde tells palm sunday joke.mp4
SKIPPED,9a Duplicates/FLV/blowpop.flv,,"same base name, lower-priority format",1d Too Dirty/blowpop.mp4
SKIPPED,9a Duplicates/FLV/blowpop copy.flv,,"same base name, lower-priority format",1d Too Dirty/blowpop copy.mp4
SKIPPED,9a Duplicates/FLV/bob tells a fire joke.flv,,"same base name, lower-priority format",1g Kids/bob tells a fire joke.mov
SKIPPED,9a Duplicates/FLV/Bobby A tells a knock knock jokePG.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Bobby A tells a knock knock jokePG.mp4
SKIPPED,9a Duplicates/FLV/bobby hanson copy.flv,,"same base name, lower-priority format",1c Not Funny Enough/bobby hanson copy.mov
SKIPPED,1g Kids/boo hoo joke copy.mov,,"same base name, lower-priority format",1g Kids/boo hoo joke copy.mp4
SKIPPED,9a Duplicates/FLV/boo hoo joke copy.flv,,"same base name, lower-priority format",1g Kids/boo hoo joke copy.mp4
